edge_701	AGRM01000006.1	0.0931964	0	76/1000
edge_219	AJ863570.1	0.0909306	0	80/1000
edge_701	AJ863570.1	0.0920479	0	78/1000
edge_219	AM261282.1	0.0926182	0	77/1000
edge_244	AP014876.1	0.0651085	0	146/1000
edge_861	AP014876.1	0.0887833	0	84/1000
edge_244	AP014877.1	0.0671564	0	139/1000
edge_166	AP017893.1	0.0238299	0	435/1000
edge_4187	AP017893.1	0.0706202	0	128/1000
edge_244	AP018353.1	0.0730018	0	121/1000
edge_244	AP018354.1	0.0755413	0	114/1000
edge_1256	AP018355.1	0.0385787	0	286/1000
edge_3547	AP018355.1	0.0774628	0	109/1000
edge_3610	AP018411.1	0.0893096	0	83/1000
edge_3613	AP018411.1	0.0403101	0	273/1000
edge_3615	AP018411.1	0.0579033	0	174/1000
edge_1256	AP018412.1	0.0303826	0	359/1000
edge_3547	AP018412.1	0.0693234	0	132/1000
edge_3343	AP018454.1	0.028588	0	378/1000
edge_3343	AP018455.1	0.0326168	0	337/1000
edge_212	AP018456.1	0.0310744	0	352/1000
edge_244	AP018456.1	0.0316813	0	346/1000
edge_212	AP018457.1	0.0314775	0	348/1000
edge_244	AP018457.1	0.0659724	0	143/1000
edge_212	AP018458.1	0.0298988	0	364/1000
edge_244	AP018458.1	0.0478612	0	224/1000
edge_3843	AP018710.1	0.0834041	0	95/1000
edge_4466	AP018710.1	0.0152404	0	570/1000
edge_212	AP019526.1	0.0186813	0	510/1000
edge_244	AP019526.1	0.0547827	0	188/1000
edge_861	AP019526.1	0.0943778	0	74/1000
edge_244	AP019705.1	0.0623675	0	156/1000
edge_4422	AP019710.1	0.0127767	0	619/1000
edge_1500	AP020331.1	0.0862491	0	89/1000
edge_1503	AP020331.1	0.0333664	0	330/1000
edge_3019	AP020333.1	0.0968463	0	70/1000
edge_3971	AP020333.1	0.0974869	0	69/1000
edge_1031	AP020334.1	0.0298988	0	364/1000
edge_358	AP022349.1	0.040724	0	270/1000
edge_985	AP022349.1	0.0824989	0	97/1000
edge_220	AP022350.1	0.0949813	0	73/1000
edge_358	AP022350.1	0.0595738	0	167/1000
edge_985	AP022350.1	0.0683793	0	135/1000
edge_345	AP022352.1	0.0824989	0	97/1000
edge_396	AP022352.1	0.0981375	0	68/1000
edge_434	AP022352.1	0.0862491	0	89/1000
edge_985	AP022352.1	0.0926182	0	77/1000
edge_212	AP022353.1	0.0755413	0	114/1000
edge_244	AP022353.1	0.0574401	0	176/1000
edge_861	AP022353.1	0.0931964	0	76/1000
edge_244	AP022354.1	0.0737105	0	119/1000
edge_358	AP022354.1	0.0603145	0	164/1000
edge_244	AP022355.1	0.0733545	0	120/1000
edge_358	AP022355.1	0.0621044	0	157/1000
edge_212	AP022357.1	0.0317837	0	345/1000
edge_220	AP022357.1	0.0974869	0	69/1000
edge_244	AP022357.1	0.0920479	0	78/1000
edge_985	AP022357.1	0.0862491	0	89/1000
edge_27	AP022358.1	0.0955937	0	72/1000
edge_37	AP022358.1	0.0943778	0	74/1000
edge_358	AP022358.1	0.0690061	0	133/1000
