pCT14, NC_010891.1	Pseudomonas	162.06325180043646	256	31.080617783876445	edge_123
pPAG5, NZ_CP045003.1	Pseudomonas	131.34389499788577	192	19.539653092069383	edge_127
IncN_1, pGMI17-001_1, NZ_CP028173.1	Pseudomonas	156.7583647102734	431	123.63686927262614	edge_555
Col156_1, pSUH-4, NZ_CP041341.1	Pseudomonas	205.23808814261696	553	154.03188519362297	edge_778
pAT205-, NZ_CP048016.1	Pseudomonas	93.66443484940483	234	61.24709975058005	edge_798
pXG-4k, NZ_CP045125.1	Pseudomonas	1.4350506425384633	4	2.0853723329255334	edge_1381
pCAM180B, NZ_CP044358.1	Pseudomonas	6.317056830121709	14	4.170744665851067	edge_1382
pTS9900, CP042207.1	Pseudomonas	16.028314458972236	32	7.770154445969111	edge_1430
Col440I_1, pAKI40B, CP012489.1	Pseudomonas	6.183870001387504	17	6.74175165164967	edge_2055
p9701, NC_011512.1	Pseudomonas	5.0	5	0.6856018628796274	edge_2178
IncP6_1, pPS-MS-17-188-3, NZ_CP027855.1	Pseudomonas	75.26506400862561	137	23.596130780773844	edge_2543
IncC_1, pC-Ec2-KPC, NZ_MK439959.1	Pseudomonas	58.75271382021126	220	83.04352564129488	edge_2599
Col156_1, Similar to NZ_LT985301.1	Pseudomonas	18.422779500040516	35	7.4844870031026	edge_2824
pVB11737_6, NZ_CP050397.1	Pseudomonas	9.435050642538464	12	1.8854051229189754	edge_2857
IncFII_1, Similar to NZ_CP027120.1	Pseudomonas	21.01272020670842	44	10.855362828927435	edge_2866
IncQ2_1, pKPSH70, NZ_KT896500.1	Pseudomonas	25.301602914392205	84	30.309315688136863	edge_2995
IncFIA_1, Similar to NZ_CP030339.1	Pseudomonas	8.781706749819596	36	16.96864610627078	edge_3038
Col(pHAD28)_1, Similar to NZ_CP033802.1	Pseudomonas	4.286427933295693	8	2.542440241511952	edge_3051
p9_010062, NZ_CP033129.1	Pseudomonas	29.83452764311886	59	12.140866321826735	edge_3097
Similar to NZ_LR130559.1	Pseudomonas	26.670583605117464	66	18.45411680917664	edge_3370
pACI-235c, NZ_CP026414.1	Pseudomonas	8.273766752242356	20	6.427517464496507	edge_3512
Col(pHAD28)_1, pE16KP0204-2, CP052299.1	Pseudomonas	4.252549164000005	14	6.341817231636553	edge_3515
IncA_1, p35734-141.404kb, NZ_CP010360.2	Pseudomonas	7.0	7	0.5142013971597206	edge_3545
p80-1-2-p3, NZ_CP041294.1	Pseudomonas	14.292466505989122	24	4.170744665851067	edge_3637
pSL483_1, Similar to NC_011148.1	Pseudomonas	26.84134718956121	59	14.369072376185525	edge_3658
pAQ2-2, NC_016849.1	Pseudomonas	11.023266257579426	16	2.199639310072138	edge_3692
pAKI40A, CP012488.1	Pseudomonas	10.708739015208103	30	10.312594687481063	edge_3806
Col156_1, pSCU-172-4, NZ_CP054357.1	Pseudomonas	9.954269845597823	32	12.140866321826735	edge_3869
pSN1104-34 DNA, AP018708.1	Pseudomonas	8.781414644207613	19	5.2848476930304615	edge_3887
Similar to KT351737.1	Pseudomonas	4.0540898509446865	6	1.7425714014857197	edge_3897
Similar to NZ_CP030758.1	Pseudomonas	1.6137056388801092	3	1.199803260039348	edge_3935
pF17KP0040-3, CP052141.1	Pseudomonas	15.518506664062427	35	9.74125980174804	edge_3941
pF8704-2_, CP050999.1	Pseudomonas	16.089219927887978	46	15.25464144907171	edge_3956
Similar to NZ_CP027258.1	Pseudomonas	32.512670309075375	103	35.10852872829425	edge_3974
Col440II_1, p3849I, NZ_CP052874.1	Pseudomonas	11.297845036743807	63	32.48038825392235	edge_3983
