JN106172.1	edge_4	0.0937829	0	75/1000
KM659090.1	edge_4	0.0799006	0	103/1000
NZ_CP015373.1	edge_4	0.0974869	0	69/1000
NZ_CP026545.1	edge_4	0.0834041	0	95/1000
NZ_CP027173.1	edge_4	0.0857608	0	90/1000
NZ_CP042268.1	edge_15	0.0829489	0	96/1000
NZ_CP042268.1	edge_29	0.0770708	0	110/1000
NC_016138.1	edge_66	0.0740698	0	118/1000
NC_019202.1	edge_66	0.0613264	0	160/1000
NZ_CP030914.1	edge_66	0.0567566	0	179/1000
MK347425.1	edge_73	0.0914855	0	79/1000
NZ_CP022275.1	edge_73	0.0937829	0	75/1000
NZ_MH547560.1	edge_73	0.0937829	0	75/1000
NZ_KR106191.1	edge_118	0.0981375	0	68/1000
CP032293.1	edge_123	0.0716227	0	125/1000
JX194160.1	edge_123	0.0820539	0	98/1000
MN310371.1	edge_123	0.0968463	0	70/1000
MN477223.1	edge_123	0.0994698	0	66/1000
MN961671.1	edge_123	0.0994698	0	66/1000
MN961673.1	edge_123	0.0962153	0	71/1000
NC_010891.1	edge_123	0.0639874	0	150/1000
NC_016138.1	edge_123	0.0937829	0	75/1000
NC_019798.1	edge_123	0.0843302	0	93/1000
NZ_AP019194.1	edge_123	0.0994698	0	66/1000
NZ_AP019197.1	edge_123	0.0668569	0	140/1000
NZ_CP021651.1	edge_123	0.0949813	0	73/1000
NZ_CP022563.1	edge_123	0.0931964	0	76/1000
NZ_CP026048.1	edge_123	0.0937829	0	75/1000
NZ_CP026057.1	edge_123	0.0744324	0	117/1000
NZ_CP026204.1	edge_123	0.0824989	0	97/1000
NZ_CP026220.1	edge_123	0.0926182	0	77/1000
NZ_CP026224.1	edge_123	0.0987984	0	67/1000
NZ_CP026240.1	edge_123	0.0662649	0	142/1000
NZ_CP026284.1	edge_123	0.0937829	0	75/1000
NZ_CP039632.3	edge_123	0.0962153	0	71/1000
NZ_KU254577.1	edge_123	0.0820539	0	98/1000
NZ_KU578314.1	edge_123	0.0994698	0	66/1000
NZ_KX839207.1	edge_123	0.0931964	0	76/1000
NZ_LN809998.1	edge_123	0.0981375	0	68/1000
NZ_LT963396.1	edge_123	0.0909306	0	80/1000
NZ_MF168945.1	edge_123	0.0820539	0	98/1000
NZ_MF564291.1	edge_123	0.0799006	0	103/1000
NZ_MH909348.1	edge_123	0.0994698	0	66/1000
NZ_MH919378.1	edge_123	0.0955937	0	72/1000
NZ_CP045003.1	edge_127	0.0943778	0	74/1000
NZ_CP027381.1	edge_155	0.0867434	0	88/1000
NZ_CP045020.1	edge_155	0.0955937	0	72/1000
NZ_CP034740.1	edge_182	0.0759181	0	113/1000
NZ_CP048292.1	edge_182	0.0968463	0	70/1000
NZ_CP048292.1	edge_183	0.050014	0	212/1000
NC_025150.1	edge_185	0.0987984	0	67/1000
NZ_AP019554.1	edge_185	0.0968463	0	70/1000
NZ_AP019557.1	edge_185	0.0962153	0	71/1000
NZ_CP003995.1	edge_185	0.0778587	0	108/1000
NZ_CP024485.1	edge_185	0.0615839	0	159/1000
NZ_CP027041.1	edge_185	0.0786628	0	106/1000
NZ_CP032525.1	edge_185	0.0949813	0	73/1000
NZ_CP048364.1	edge_185	0.0968463	0	70/1000
NZ_CP050072.1	edge_185	0.0829489	0	96/1000
NZ_KP143090.1	edge_185	0.0937829	0	75/1000
NC_025150.1	edge_186	0.0893096	0	83/1000
NZ_AP019554.1	edge_186	0.0877506	0	86/1000
NZ_AP019557.1	edge_186	0.0872439	0	87/1000
NZ_CP003995.1	edge_186	0.0693234	0	132/1000
NZ_CP024485.1	edge_186	0.0545702	0	189/1000
NZ_CP027041.1	edge_186	0.0696435	0	131/1000
NZ_CP032525.1	edge_186	0.0882637	0	85/1000
NZ_CP040649.1	edge_186	0.0926182	0	77/1000
NZ_CP048364.1	edge_186	0.0877506	0	86/1000
NZ_CP050072.1	edge_186	0.0751681	0	115/1000
NZ_KP143090.1	edge_186	0.0857608	0	90/1000
NC_025150.1	edge_192	0.0926182	0	77/1000
NZ_AP019554.1	edge_192	0.0882637	0	85/1000
NZ_AP019557.1	edge_192	0.0882637	0	85/1000
NZ_CP003995.1	edge_192	0.0709514	0	127/1000
NZ_CP024485.1	edge_192	0.0558655	0	183/1000
NZ_CP027041.1	edge_192	0.0712856	0	126/1000
NZ_CP032525.1	edge_192	0.0782587	0	107/1000
NZ_CP040649.1	edge_192	0.0811785	0	100/1000
NZ_CP048364.1	edge_192	0.0882637	0	85/1000
NZ_CP050072.1	edge_192	0.0774628	0	109/1000
NZ_KP143090.1	edge_192	0.0909306	0	80/1000
NZ_AP023208.1	edge_200	0.0762985	0	112/1000
NZ_CP010208.1	edge_200	0.0770708	0	110/1000
NZ_CP012736.1	edge_200	0.0962153	0	71/1000
NZ_CP044147.1	edge_200	0.0857608	0	90/1000
NZ_CP012733.1	edge_205	0.0834041	0	95/1000
NZ_CP012736.1	edge_205	0.0882637	0	85/1000
NZ_CP044141.1	edge_205	0.0987984	0	67/1000
NZ_CP036338.1	edge_206	0.0987984	0	67/1000
NZ_CP027381.1	edge_211	0.0962153	0	71/1000
LT906558.1	edge_221	0.0816138	0	99/1000
NZ_CP014491.1	edge_221	0.0807479	0	101/1000
NZ_CP019258.1	edge_221	0.0820539	0	98/1000
NZ_CP014779.1	edge_224	0.0926182	0	77/1000
NZ_CP014491.1	edge_229	0.0893096	0	83/1000
MT230385.1	edge_238	0.0955937	0	72/1000
AP014876.1	edge_244	0.0315792	0	347/1000
AP014877.1	edge_244	0.0460045	0	235/1000
AP018353.1	edge_244	0.0336937	0	327/1000
AP018354.1	edge_244	0.0494626	0	215/1000
AP018456.1	edge_244	0.0498292	0	213/1000
AP018457.1	edge_244	0.0572108	0	177/1000
AP018458.1	edge_244	0.0451943	0	240/1000
AP019526.1	edge_244	0.0751681	0	115/1000
AP019705.1	edge_244	0.0465005	0	232/1000
AP022353.1	edge_244	0.0399018	0	276/1000
AP022354.1	edge_244	0.0605648	0	163/1000
AP022355.1	edge_244	0.0593303	0	168/1000
AP022357.1	edge_244	0.0931964	0	76/1000
AP022359.1	edge_244	0.052714	0	198/1000
AP022361.1	edge_244	0.0533217	0	195/1000
AP022363.1	edge_244	0.0525139	0	199/1000
AP022366.1	edge_244	0.0507636	0	208/1000
AP022368.1	edge_244	0.0531179	0	196/1000
AP022369.1	edge_244	0.0535266	0	194/1000
AP023221.1	edge_244	0.0439391	0	248/1000
AP023225.1	edge_244	0.0786628	0	106/1000
AP023231.1	edge_244	0.0411434	0	267/1000
AP023232.1	edge_244	0.0436329	0	250/1000
AP023236.1	edge_244	0.0333664	0	330/1000
AP023238.1	edge_244	0.0755413	0	114/1000
CM019851.1	edge_244	0.0525139	0	199/1000
CP022460.1	edge_244	0.0388388	0	284/1000
CP022610.1	edge_244	0.0593303	0	168/1000
CP025574.1	edge_244	0.0671564	0	139/1000
CP026930.2	edge_244	0.051337	0	205/1000
CP026931.2	edge_244	0.0465005	0	232/1000
CP026940.2	edge_244	0.0503867	0	210/1000
CP027377.1	edge_244	0.0511448	0	206/1000
CP027485.1	edge_244	0.0507636	0	208/1000
CP027580.1	edge_244	0.0723061	0	123/1000
CP027581.1	edge_244	0.0838645	0	94/1000
CP028547.2	edge_244	0.0920479	0	78/1000
CP028582.2	edge_244	0.0893096	0	83/1000
CP028790.2	edge_244	0.0507636	0	208/1000
CP038003.1	edge_244	0.0693234	0	132/1000
CP042640.1	edge_244	0.0974869	0	69/1000
CP042972.1	edge_244	0.0482105	0	222/1000
CP043544.1	edge_244	0.0914855	0	79/1000
CP043737.1	edge_244	0.0588483	0	170/1000
CP043740.1	edge_244	0.0610707	0	161/1000
CP043741.1	edge_244	0.0751681	0	115/1000
CP043743.1	edge_244	0.0751681	0	115/1000
CP043745.1	edge_244	0.0468354	0	230/1000
CP043748.1	edge_244	0.0581372	0	173/1000
CP043759.1	edge_244	0.0505746	0	209/1000
CP045525.2	edge_244	0.0442483	0	246/1000
CP048300.1	edge_244	0.0485634	0	220/1000
CP048302.1	edge_244	0.0485634	0	220/1000
CP049164.1	edge_244	0.045678	0	237/1000
CP049166.1	edge_244	0.0380652	0	290/1000
CP049170.1	edge_244	0.0440934	0	247/1000
CP049172.1	edge_244	0.0442483	0	246/1000
CP049174.1	edge_244	0.0404475	0	272/1000
CP049186.1	edge_244	0.0440934	0	247/1000
CP049610.1	edge_244	0.0723061	0	123/1000
CP050167.1	edge_244	0.0565317	0	180/1000
CP050997.1	edge_244	0.0547827	0	188/1000
CP052528.1	edge_244	0.052714	0	198/1000
CP053755.1	edge_244	0.0363341	0	304/1000
CP054318.1	edge_244	0.0581372	0	173/1000
CP054329.1	edge_244	0.0392331	0	281/1000
CP054336.1	edge_244	0.0461689	0	234/1000
CP054381.1	edge_244	0.0473443	0	227/1000
CP054450.1	edge_244	0.0696435	0	131/1000
CP054458.1	edge_244	0.0436329	0	250/1000
JX127248.1	edge_244	0.0496454	0	214/1000
JX486126.1	edge_244	0.0392331	0	281/1000
